,title,abstract,paragraph,pub_date,year,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent,moral_nonmoral_ratio,f_var,sent_var
105,Abortion on the Ballot,Democrats won crucial races in states where abortion rights were at stake.,"By the time the midterm election campaign reached its final days, some Democrats had spent weeks fretting that their nominees had consumed far too much time talking about abortion rights at the expense of economic issues — and, potentially, their seats.",2022-11-10T11:55:14+0000,2022,0.1320690846460368,0.13059109139279343,0.10388491657400985,0.10533392136286071,0.09581652749892008,-0.19296532621669024,-0.09219777581237308,-0.06783151331366773,-0.051530640380883015,-0.07751418740340642,3.8,0.00027718713289699525,0.003132153096479317
106,"While Abortion Rights Shrink in U.S., This Small Country Expanded Access",The West African nation of Benin adopted one of the continent’s most liberal laws on abortion last year after hearing testimony from gynecologists about women dying from illegal abortions.,"COTONOU, Benin — When lawmakers in the West African nation of Benin met last year to consider whether to legalize abortion, they heard shocking testimony from Dr. Véronique Tognifode, the country’s minister of social affairs, about what she had seen during her years working as a gynecologist.",2022-11-13T08:00:16+0000,2022,0.08882184444504795,0.11082476407003324,0.12199984624108813,0.0979252725845626,0.09872014909292622,-0.11219782992771228,-0.23980373725113208,-0.2519364592352092,-0.20348010868715294,-0.1101085812159621,1.4,0.00016628596922849226,0.004680791047411641
107,I’m Going to Ukraine. Do I Have to Tell My Parents?,"The magazine’s Ethicist columnist on the conversations we must have with our loved ones, even when they’re difficult.","I work for an international medical-aid nongovernmental organization. I usually have a perfectly safe desk job at headquarters. Recently I was offered a three-week detachment to Ukraine and decided to take it. My job there won’t be near the front lines; I’ll be in Kyiv, which admittedly has been experiencing some targeted airstrikes, and moving a little toward the southeast. I am not blind to the risks of being in a country at war. My partner is supportive, and I’ve told my brother.",2022-11-22T10:00:07+0000,2022,0.1242001362073627,0.09329002502566983,0.137742072306966,0.13330894259709591,0.09762656480079698,-0.13814573953587725,-0.17165546453605038,-0.16171221900290375,-0.09452834826264092,-0.14488609713074324,7.0,0.0004213193286372067,0.0008861471414837527
108,"‘My Main, Core Issue’: Abortion Was the Driving Force for Many Voters","The fall of Roe v. Wade put abortion front and center in campaigns, and motivated voters to support abortion rights or reject more restrictions in several states.","It was a driving force for a retired banker in San Antonio, an artist in Racine, Wis., an event planner in Miami Beach. It motivated college students and retirees, men and especially women. Even those who might usually skip a midterm election had been compelled to make time to cast a ballot.",2022-11-10T13:47:26+0000,2022,0.14239234926078542,0.1316534398966775,0.09896463507513775,0.0967727171370637,0.10154662597690371,-0.22064927591392833,-0.11437164483702623,-0.022055910021859904,-0.10175211123133356,-0.10649236443732789,3.0,0.0004488359445788384,0.005007479797776759
109,How Democrats Used the Abortion Debate to Hold Off a Red Wave,"In the first major election post-Roe, Democrats tied abortion rights to everyday economics and tapped into fears about the rise of right-wing Republicans.","For months, the midterm elections appeared to be a clash over rising prices, public safety worries and fears of a looming recession.",2022-11-10T08:00:21+0000,2022,0.09634768901301541,0.11704726813321678,0.09877447820608438,0.12943435944339954,0.07789952283190185,-0.10460090365009558,-0.06380798681573915,-0.08171840760498209,-0.011456823521716352,0.016999185443541974,2.0,0.0003960468393057298,0.0025366448200346446
110,Where the Midterms Mattered Most for Abortion Access,Voters supported abortion rights in several states and elected governors friendly to access in some of the most competitive races. Other states may see more restrictions.,Voters supported abortion rights in several states and elected governors friendly to access in some of the most competitive races. Other states may see more restrictions.,2022-11-09T21:32:15+0000,2022,0.06408792985195517,0.0960223932536966,0.07965971420256855,0.09726793336126516,0.06561253630502993,-0.14260542857142858,-0.0984971833221719,-0.050509019596826965,-0.042314592962592934,-0.063476796978242,0.8571428571428571,0.0002534506132737801,0.0017057901711856505
111,"The Pro-Life Movement Made a Bargain With Trump, and It Has Paid Dearly",The movement’s greatest legal triumph could lead to enduring cultural defeat.,"The midterms were hard for pro-life Americans. In every state where abortion referendums were on the ballot, the abortion-rights side prevailed, even in red states such as Kentucky and Montana and a swing state, Michigan. The overturning of Roe v. Wade helped keep the Senate blue. It almost stopped the Republican Party from taking the House. Exit polls indicate that abortion was just behind inflation as the most important issue for voters — and 76 percent of those who made abortion their top issue chose Democrats.",2022-11-21T10:00:09+0000,2022,0.11731670400549556,0.0921228159142168,0.12559523638920775,0.10303144104116625,0.10147794430787693,-0.020388247559629917,-0.1799563075374755,-0.04050813950393868,-0.10363582329001046,-0.010850451691165957,1.75,0.00017891512970623152,0.005011455534323881
112,Allegation of Supreme Court Breach Prompts Calls for Inquiry and Ethics Code,A minister’s claim that a major contraception decision was prematurely disclosed through a secretive influence campaign underscores the court’s lack of transparency and accountability.,"Lawmakers are demanding further investigation at the Supreme Court and renewing their calls for binding ethics rules for the justices, after allegations that a landmark 2014 contraception decision was prematurely disclosed through a secretive influence campaign by anti-abortion activists.",2022-11-21T00:43:08+0000,2022,0.10739747933905394,0.1162617334525218,0.1073115169159263,0.11780923136225188,0.09992913589632539,0.01160308383215351,0.010905942600771682,0.011404779160164063,-0.058664952741592745,-0.000700871372410449,4.333333333333333,5.38208682624238e-05,0.0009240367444039017
113,The Gender Gap in the Abortion Debate,"Men are less likely than women to feel driven by the issue, which could have profound implications for upcoming elections.","Two canvassers walked a cul de sac in a Northeastern Pennsylvania town looking for “persuadables” — independent voters who might be convinced to vote for Democrats — and Erik Brandt, out resurfacing his driveway, offered himself as one.",2022-11-07T16:35:42+0000,2022,0.12817188698380183,0.09653407300162868,0.10901655019087904,0.11297432973674118,0.1036682325548179,-0.16433131310803883,-0.011564599007314519,-0.10733649278451757,-0.013527702191599263,-0.018216052010676526,2.6666666666666665,0.00014035677519649094,0.004833117554546293
114,Five States Have Abortion Referendums on the Ballot.,"After voters in Kansas rejected an amendment to the state’s Constitution in August, five other states will vote on proposals about abortion.","The Supreme Court’s overturning of Roe v. Wade in June at first appeared like it might change Democratic fortunes in this year’s midterm elections, giving the party an energizing issue even as inflation remained high and President Biden’s approval ratings remained low.",2022-11-08T12:34:51+0000,2022,0.10400290893445133,0.1210450632191498,0.10555639670922398,0.08818466495031412,0.08200125485970547,0.03214388076940453,-0.00748660921341669,0.031738835219966,0.09319776681814915,0.06798054475091468,3.3333333333333335,0.00023830589198753095,0.001484021187609732
115,"Michigan, California and Vermont Affirm Abortion Rights in Ballot Proposals","Voters in all three states amended their constitutions to include reproductive rights, while Kentucky voters rejected an amendment that would have said there was no right to abortion.","Voters in all five states where abortion-related questions were on the ballot this week chose to secure access to the procedure or reject further limits. The results, which came just months after the U.S. Supreme Court removed the constitutional right to abortion, showed that when asked directly, a broad cross section of Americans want to protect abortion rights.",2022-11-09T09:02:55+0000,2022,0.07228683111706621,0.11102662120413778,0.08080726736881806,0.08982114120143363,0.0703050421851638,-0.0227148066631047,-0.024740214016680088,0.03808917494824014,0.02442093554722077,0.016331872590084208,3.3333333333333335,0.00027391510948375584,0.0008112274382647841
116,Democrats Need to Realize How Much Dobbs Mattered,The overturning of Roe v. Wade got people to the polls. Democrats must learn from that.,"Support for abortion rights appears to have been a major factor in the midterm elections, helping Democrats fare much better than expected in many places. Though Republicans seized control of the House, dashing hopes of federal legislation to codify Roe v. Wade in the next two years, the midterm results suggest that running on abortion can be a winning strategy for Democrats. The outcome offers lessons to Democrats looking ahead to a 2024 presidential election that could determine if a federal abortion ban is on the table.",2022-11-19T14:00:05+0000,2022,0.10243520267390216,0.10781620726478254,0.10532608488335755,0.09407946589028651,0.09682133852021843,-0.10397329854522455,-0.012438142857142847,-0.05481340640604067,-0.13127519607843136,-0.0776960551378446,1.0,3.3038357252948285e-05,0.002082425769159747
117,The New Abortion Landscape,Women in states with abortion bans are turning to telemedicine.,"Just two years ago, about 250,000 people had abortions in the U.S. states where the procedure is now banned or severely restricted, or probably soon will be. Since the Supreme Court overturned Roe v. Wade on June 24, allowing those prohibitions to take effect, where have women in these states turned?",2022-11-02T10:41:26+0000,2022,0.10795629612949414,0.0883192040848901,0.10208281739398223,0.08707465725322086,0.06851817997191133,-0.010174627976190464,0.009369954755892276,0.08217810557498054,0.010561843891402726,0.0006163544492163789,2.6666666666666665,0.00023453800469408123,0.0013358329281988827
118,Can Abortion Still Save the Democrats?,Anger about the overturning of Roe v. Wade has given the party hope of preventing a total blowout at the midterms.,"With an unpopular president and soaring inflation, Democrats knew they had an uphill battle in the midterms.",2022-11-04T10:00:12+0000,2022,0.10852640780525295,0.09907161676238872,0.1134060812495895,0.14517594853101748,0.09968525354753555,-0.037573386385222916,-0.05429895956413688,-0.021549111747211438,0.009942577184765426,-0.07279045817911445,1.5,0.000356650543533285,0.0010019075704470971
119,A Surge of Overseas Abortion Pills Blunted the Effects of State Abortion Bans,"New data suggests that abortion has declined about 2 percent in the U.S. since the end of Roe, accounting for people who traveled across state lines or ordered pills online.","As states banned or restricted abortion this summer, the number of American women ordering abortion pills from overseas jumped significantly — enough to offset most of the drop in legal abortions.",2022-11-01T15:20:39+0000,2022,0.16705388570952062,0.12139525597992638,0.11094110147576333,0.10669812891129478,0.12084427349903107,-0.3242753034961519,-0.3568671925390418,-0.21127499824291676,-0.22463293745143742,-0.24303078421744184,4.333333333333333,0.0005826644086871937,0.004176381580450299
120,"At Campaign’s End, Democrats See Limits of Focus on Abortion","Shock and outrage over the fall of Roe v. Wade has faded as confusion has spread, deflating Democrats’ hopes that the issue could carry them to victory.","In the first major election since the Supreme Court overturned Roe v. Wade, the debate over abortion rights has not emerged as a political silver bullet for Democrats, who have largely abandoned hopes that a surge of voter outrage over the decision alone would lift them over obstacles they face in the midterms.",2022-11-04T07:00:11+0000,2022,0.16705388570952062,0.12139525597992638,0.11094110147576333,0.10669812891129478,0.12084427349903107,-0.3242753034961519,-0.3568671925390418,-0.21127499824291676,-0.22463293745143742,-0.24303078421744184,4.333333333333333,0.0005826644086871937,0.004176381580450299
121,How Republicans Watered Down Their Abortion Message,"Democrats have gone all-in on abortion rights in these elections. But as the issue started having an impact, Republicans adapted.","When the Supreme Court overturned Roe v. Wade in June, Republicans suddenly faced a conundrum.",2022-11-02T23:00:04+0000,2022,0.1198253300163258,0.12605955365494234,0.11203625258591547,0.11991440494885314,0.09464415754394513,-0.1418542055114918,-0.14381657707573733,-0.12598200364520507,-0.14895436702771883,-0.1324108573763598,6.0,0.00014790566249159136,8.563367499790387e-05
122,"Across the Country, Voting Issues Are on the Ballot. Abortion and Guns Are, Too.","Ballot initiatives on an array of issues offer an opportunity to take the nation’s temperature, particularly when it comes to voting access.","In Connecticut, voters will decide on Tuesday whether to allow early voting. In Michigan, residents are weighing measures that supporters say will make it easier to cast ballots.",2022-11-07T18:28:40+0000,2022,0.11256777468685648,0.12547252019773486,0.13887323193829088,0.13401994944248746,0.10683537136401951,-0.06943942690405323,-0.06125228481729707,-0.07419760404961381,-0.0880166352556159,-0.041207782474313975,10.0,0.00018702634362359054,0.0002993932215487812
123,Don’t Believe Lee Zeldin When He Says He Can’t Touch Abortion Access in New York,Governors can do many things to mess with reproductive rights.,"I called Mark Levine, the Manhattan borough president, on Monday morning to see how worried he was about New York’s governor’s race. Levine, a Democrat who’d just come from campaigning with Gov. Kathy Hochul, was pretty worried. Yes, polls have shown Hochul consistently ahead of the Trumpist Republican congressman Lee Zeldin, but Levine thought the race could go either way.",2022-11-08T00:30:49+0000,2022,0.2074118454750223,0.17914492757179828,0.10724304875183192,0.1050285889837225,0.17142074138379904,-0.2024003041474654,-0.3833412575452716,-0.19060494702228714,-0.18683807486631016,-0.2693144274322169,1.0,0.002093243505397055,0.006968653324440255
124,What the Pro-Life Movement Lost and Won,"Amid setbacks, there is a path for states to model a better way.","It’s easy to say what a triumphant midterm election would have looked like for opponents of abortion. The ballot initiative installing abortion rights into the Michigan Constitution would have failed. ‌Pro-life measures in Kentucky and Montana would have succeeded. And Republicans would have enjoyed a sweeping victory in both the Senate and the House, making talk of a “Roevember” backlash against the Dobbs decision obsolete.",2022-11-12T20:00:08+0000,2022,0.08633824598274711,0.09198974235287292,0.12142471881435256,0.08963941812151924,0.09943847506550893,-0.034751422939068084,-0.10545593727440601,-0.14917238088472107,-0.03395507779786462,0.009473613203120835,9.0,0.00019813304900543835,0.0040304851722765146
125,Second Anonymous Woman Defends Claim That Walker Pressured Her for Abortion,"An anonymous woman reiterated her claim that Mr. Walker, a nominee for Senate in Georgia, pressured her to have an abortion decades ago. The Times could not confirm the account.","An anonymous woman on Tuesday defended her claim that Herschel Walker, the Republican nominee for U.S. Senate in Georgia, pressured her to have an abortion nearly three decades ago after a yearslong extramarital relationship.",2022-11-01T13:08:12+0000,2022,0.15321680637873453,0.08689982965934093,0.11793207156317151,0.11021917704453414,0.10898023733077049,-0.3060458517052848,-0.25852880095459235,-0.3147636006773708,-0.2926019415283596,-0.2518985541234038,1.4,0.0005792059767140916,0.0007956874278810351
126,4 Takeaways From the Elections,An anticipated red wave in the elections this week spluttered out. President Biden fared better than any incumbent president in 20 years. House and Senate control hung in the balance as counting continued in key races.,An anticipated red wave in the elections this week spluttered out. President Biden fared better than any incumbent president in 20 years. House and Senate control hung in the balance as counting continued in key races.,2022-11-12T10:00:02+0000,2022,0.07536945346189057,0.08655326396539832,0.0875491612821178,0.08523329621472774,0.07878131914481003,-0.01639387920199937,0.005687840469521156,-0.04816622719470544,0.0394955969054288,-0.02919968024051727,3.5,2.8468133437191817e-05,0.0011404218515507437
127,Young Voters Helped Democrats. But Experts Differ on Just How Much.,"The youth vote turned out, especially in some key swing states Democrats won. But some experts say reports of a surge in young voters were overstated.","MILWAUKEE — Nichole Williams, 20, voted on Tuesday with her sister Grace, who is 22, fitting in a trip to the polls around Nichole’s classes nearby at the University of Wisconsin-Milwaukee and their part-time jobs coaching dance at a local middle school.",2022-11-12T10:00:23+0000,2022,0.13843871854542283,0.1920840118125419,0.14926635102301075,0.14233994919031906,0.1145898656159949,-0.06622091805031301,-0.07844900190617385,-0.05730138336418792,0.04057651512304021,-0.015719237349572278,1.0,0.0007956354929337371,0.0023606442040564855
128,Legal Abortions Fell Around 6 Percent in Two Months After End of Roe,"New data shows that the number of abortions fell by more than 10,000.","In the first two months after the Supreme Court overturned Roe v. Wade on June 24, legal abortions nationwide declined by more than 10,000, a drop of about 6 percent, according to the first attempt at a nationwide count of abortions since the decision.",2022-10-30T22:53:57+0000,2022,0.08642449021166676,0.12455539281611334,0.08474026237856945,0.08856915606697216,0.10127969275056288,-0.1275893974273248,-0.11873795644463063,-0.08202370527824061,-0.09445310321051496,-0.03408814977104453,3.3333333333333335,0.0002776930989141732,0.0013597296369938909
129,Unconventional Results,"In states where abortion rights or democracy was on the ballot, Democrats upended the typical midterm result.","The results of this year’s midterm elections won’t be final for weeks, but there’s more than enough data to say this: They were different.",2022-11-11T11:26:42+0000,2022,0.12976075287396038,0.09029297444048756,0.13879800853485058,0.11496603660548155,0.16792723201974968,-0.18370853174603174,-0.03134239583333334,-0.1358483333333333,-0.22251529356060604,-0.2454181127149877,1.0,0.000826244016488234,0.007207914657077789
130,Why Some States Went in Different Directions in Midterms,Abortion rights and antidemocratic stances were more relevant or pressing in some places than others.,"The results of this year’s midterm elections won’t be final for weeks, but there’s more than enough data to say this: They were very different from usual.",2022-11-11T08:00:08+0000,2022,0.11527435652718854,0.12230896127059543,0.14903092555249645,0.13682542873188067,0.10012917063570656,-0.21445162954429078,-0.26443622183098586,-0.2066072327365729,-0.17130187958011484,-0.19545059409888355,5.0,0.00035932612226009293,0.0011757123888596057
131,"Nevada’s Costly, Photo-Finish Senate Race Pits Abortion vs. Economy","Senator Catherine Cortez Masto is trying to hold off her Republican rival, Adam Laxalt, as both parties shovel money into a pivotal contest defined by two of this year’s top issues.","NORTH LAS VEGAS, Nev. — As Senator Catherine Cortez Masto of Nevada took the stage at a high school here this week, she was fighting for her political life.",2022-11-03T14:19:52+0000,2022,0.15287776147905682,0.11837647921152969,0.0926567364785019,0.1061206370719815,0.11010337300586959,-0.21722344890365503,-0.21019236155848242,-0.1294654870591713,-0.15552422461173016,-0.12571636620169951,2.0,0.0005107233186107977,0.0019077242953703093
132,Kim Schrier Holds On to House Seat in Washington State,"Republicans had eyed the district as a prime potential pickup in their drive to win back the House majority, after Dr. Schrier became the first Democrat to win it in 2018.","Representative Kim Schrier, Democrat of Washington,  won election to a third term on Thursday, according to The Associated Press, beating back a steep challenge from Matt Larkin, a Republican and former Bush administration official.",2022-11-11T02:26:45+0000,2022,0.11120897203634722,0.12196030252744582,0.10017741988352874,0.14550893379005028,0.10032804965467416,-0.16780197477626352,-0.11289725452327165,-0.052904060015741834,-0.08854552222456379,-0.14073947052947053,1.8333333333333333,0.0003562717803511186,0.00199534920915092
133,OB-GYN Residency Programs Face Tough Choice on Abortion Training,"Many residency programs for obstetricians and gynecologists are in a risky position, caught between state abortion bans and accreditation requirements.",Many medical residency programs that are educating the next generation of obstetricians and gynecologists are facing a treacherous choice.,2022-10-27T15:06:57+0000,2022,0.15407211585069358,0.11880733318709673,0.12280787481783491,0.09368719968944857,0.1330400039688577,-0.045170494623655855,-0.06049953350234831,0.04649098759211804,0.05067124836601309,0.04887483475657474,1.0,0.0004830346621546348,0.003123101080954755
134,Looking Back at Who Was Right About This Weird Election,There were always two competing major theories about the 2022 midterm elections.,There were always two competing major theories about the 2022 midterm elections.,2022-11-11T00:02:11+0000,2022,0.09378814484340318,0.08257752854448427,0.06842637260376533,0.1009500560087968,0.07613845727217955,-0.03414789829369708,-0.023755680938279258,-0.035794846700767755,-0.037782494885535645,-0.007674971960704651,4.5,0.0001721925067302674,0.00015630800009983965
135,What We Know Now About the Midterms,"Some of the dust has settled, and a clearer picture is emerging of Tuesday’s surprising, sometimes nuanced results.","As partisans and pundits digested the shock of the 2022 midterm elections on Wednesday, some new themes emerged. Finger-pointing among Republicans. Mixed results for election deniers. The return of choosy voters. And a more nuanced picture on the impact of abortion.",2022-11-10T01:00:27+0000,2022,0.08479076086776181,0.12990352409287506,0.10531599829997701,0.09476769088752234,0.08973353281981163,-0.08438493167740677,-0.06892567890767641,0.023506390669751406,-0.0018847415385520076,-0.0632458283334599,2.75,0.00032062705351653905,0.0022069472269422856
136,Democrats Hold Onto Contested State Legislative Chambers,"Going into the election, Republicans held control in a majority of statehouses. By Wednesday, Democrats had flipped at least one Midwestern chamber.","Democrats made gains in state legislatures, including at least one Midwestern battleground state, while thwarting Republican efforts to flip chambers in the Mountain West and elsewhere. As results of statehouse races were still being counted in several states late Wednesday, experts said that Republicans’ efforts to expand their control of state legislative chambers appeared to have fallen short.",2022-11-10T00:24:47+0000,2022,0.1054201940161474,0.11704613240843022,0.10845123964072284,0.11148589377947983,0.10568016791209273,-0.07577795477940089,-0.1653120272889058,-0.0051286093730830455,-0.08126018572993816,-0.13213915934266077,4.0,2.328889912352392e-05,0.0037277282836480725
137,Republicans Did Not Read the Room,It turns out that voters care about abortion and democracy after all.,"I’ll admit it: I let the right, and political analysts who were listening to the right, psych me out.",2022-11-09T18:49:01+0000,2022,0.11226537799481119,0.0968747472806737,0.09383726879688468,0.09163952158422463,0.10908494371459088,-0.034063950263147486,-0.0029956733522158363,0.01745000408779495,0.025200731641276515,-0.022518034053906472,2.0,8.696975171855752e-05,0.0006396660011655089
138,"Pat Ryan, a Democrat, Won an Open N.Y. House Seat in August. He Just Did It Again.",Representative Pat Ryan’s win over a conservative Republican in New York’s 18th Congressional District came just a few months after he won a special election in the 19th District.,"Three months after preserving an open Democratic House seat in New York’s Hudson Valley, Representative Pat Ryan has done so again, defeating his Republican opponent in a neighboring congressional seat, according to The Associated Press on Friday.",2022-11-09T17:41:47+0000,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,"Elected to House in 2018, Most Democratic Women Are Hanging On","Many were centrists with strong national security credentials and were elected in the anti-Trump midterm wave four years ago. But most survived this year, even in tough G.O.P.-leaning districts.","Four years ago, 36 new women, all but one of them Democrats, were elected as the largest freshman class of women the House had ever seen.",2022-11-09T21:17:10+0000,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Five Takeaways From a Red Wave That Didn’t Reach the Shore,"Democrats showed up, Trump-backed candidates underperformed and inflation wasn’t the whole story: Here are last night’s lessons.","Democrats tried to outrun history — and the lead weight of a wounded president who made his final political appearance of the campaign in deep-blue Maryland, in a county he won two years ago by an overwhelming margin.",2022-11-09T10:00:36+0000,2022,0.0899791239678173,0.1339829441309072,0.08573662635395,0.1052146816930374,0.06637168693927156,-0.29020538902667264,-0.154790683020683,-0.11350362328964277,-0.13909290428525722,-0.07428327959538489,4.5,0.0006366772119367538,0.006692190734090461
141,"Angie Craig Fends Off G.O.P. Challenger in Minnesota, a Key Win for Democrats",The congresswoman had focused her campaign on reproductive rights after the Supreme Court overturned Roe v. Wade in June.,"Representative Angie Craig, the Minnesota congresswoman whose victory helped Democrats create a House majority in 2018, defeated Tyler Kistner, a Republican and former Marine, according to The Associated Press.",2022-11-09T06:40:10+0000,2022,0.19995473734604163,0.1675754487713575,0.1095775617417408,0.1235876009122959,0.13730111029250197,-0.3456433371345635,-0.38503232621784345,-0.3590696296296296,-0.27913730952380955,-0.3768514285714286,1.0,0.0013171013309850007,0.001766845748214026
142,"In a Nation Divided, One Area of Agreement: Voting Matters","“I want to do everything I can to use my voice to create the kind of democracy that deserves to exist,” one voter said.","They had been assured that they were wasting their time. That the fix was in. That a fair outcome was impossible, what with all that Democratic ballot-rigging — or was it Republican voter suppression?",2022-11-08T23:54:24+0000,2022,0.06830112145072775,0.08338548185231535,0.09493787390704089,0.09519230769230765,0.05097087378640775,0.29524814814814815,0.32793571428571433,0.13532833333333333,0.2922916666666667,-0.0544547619047619,0.6666666666666666,0.00035863953296255013,0.025721123240905707
143,Gabrielle Blair Embraces ‘the Least Sexy Way to Talk About Sex’,"In her book “Ejaculate Responsibly,” the home renovation guru encourages readers to revisit their thinking about unwanted pregnancies.","Rarely does an author pull off a pivot as head-spinning as the one Gabrielle Blair made between her first book and her second. “Design Mom” (2015) is a room-by-room guide to living with children, featuring aspirational photography, tips for decluttering a mudroom and gentle reminders not to skew too highbrow in the Lego phase of life.",2022-11-08T10:00:18+0000,2022,0.15246965791531383,0.12319818239470955,0.10779614181741325,0.11955379333096454,0.10429782192835445,-0.17541327541970245,-0.09417740574586315,-0.10937918845833478,-0.12166135715183508,-0.07519045230746618,4.0,0.0003623737784670398,0.0014359941340203572
144,Candidates in New York Governor’s Race Debate Abortion Access,"Gov. Kathy Hochul of New York criticized her challenger, Representative Lee Zeldin, on his anti-abortion stance. Mr. Zeldin vowed that he would not seek to unilaterally change the state’s strict abortion protections.","Gov. Kathy Hochul of New York criticized her challenger, Representative Lee Zeldin, on his anti-abortion stance. Mr. Zeldin vowed that he would not seek to unilaterally change the state’s strict abortion protections.",2022-10-26T04:07:12+0000,2022,0.07693520836671622,0.09877343725244608,0.08302702248183913,0.07272158016796565,0.07637079898420307,-0.022480279411764673,-0.019445242897419224,0.020107954842140528,-0.03760371922667977,-0.020343243863979153,2.0,0.0001062221474093439,0.0004608053713185933
145,How Abortion Is Shaping the New York Governor’s Race,"Gov. Kathy Hochul has made abortion access the defining issue of her campaign. Her challenger, Representative Lee Zeldin, opposes the procedure but has promised not to change the state’s rules.","In the final weeks of New York’s campaign for governor, voters once again find themselves embroiled in a debate over what was once considered a long-settled matter: abortion rights.",2022-10-24T16:29:35+0000,2022,0.09339533843526071,0.1134207869160253,0.09569345007645527,0.09962171157001093,0.09313508756749148,-0.10258325394774688,-0.09776175256673235,-0.09770200795353084,-0.0736638916915863,-0.048363325082382204,2.130434782608696,7.126853274126073e-05,0.0005248187037612019
146,"Democrats, Don’t Despair. There Are Bright Spots for Our Party.",Victory may all depend on “candidate quality.”,The Democratic Party and Senator Mitch McConnell rarely see eye to eye on anything. But if Democrats hold the line in the elections on Tuesday and keep control of the Senate — and we still have a shot — it will come down to candidate quality.,2022-11-06T11:02:22+0000,2022,0.16190152888406675,0.14084322750672457,0.07901013759890696,0.1386391751715606,0.10185028950673947,-0.480491589837997,-0.46004970988395355,-0.4407275986842105,-0.41318301282051284,-0.3384936213517666,2.0,0.0011120539047337708,0.0030413811253275176
147,Walker and Warnock Spend Big on TV Ads as Georgia Football Wins,"Each candidate in Georgia’s pivotal Senate race booked 60 seconds of ads at a cost of $100,000 during the showdown between Tennessee and Georgia.",Nothing quite holds an audience captive like a clash of undefeated college football behemoths. Senator Raphael Warnock and Herschel Walker didn’t need reminding of that on Saturday.,2022-11-05T23:47:11+0000,2022,0.07951264621582908,0.08285244354485678,0.06959224671299372,0.08561367459196237,0.06771201582343193,-0.08771947782510064,-0.04567761260636021,-0.03395076424805455,-0.002439182101881858,-0.03570036852696561,3.0555555555555554,6.397132860230439e-05,0.0009423141626416596
148,I Write About Post-Roe America Every Day. It’s Worse Than You Think.,Vote because abortion matters.,"Despite Republican‌ assurances that their draconian abortion bans wouldn’t hurt women, a flood of heart-wrenching accounts from across the country prove otherwise. Yet even with that outpouring of stories, plus polls showing broad opposition to the bans and an increase in women registering to vote, it’s still unclear if the issue will be the deciding factor for voters in the midterm elections on Tuesday.",2022-11-05T15:00:07+0000,2022,0.08423763471063121,0.11666550209886803,0.09515576921370579,0.09589701480364647,0.0802948509703049,-0.0578029835305642,-0.0757370907428572,-0.054215766732865676,0.004959160169008119,0.016937745299442687,1.9,0.00020019528606676125,0.0017065710918802027
149,Unnamed Woman Says Walker Pressured and Paid for Her to Have Abortion in ’93,"The woman delivered her story anonymously in a news conference with Gloria Allred, the celebrity lawyer. The New York Times could not confirm the account.","A woman who did not identify herself said on Wednesday that Herschel Walker pressured her to have an abortion and paid for the procedure nearly three decades ago after a yearslong extramarital relationship. A former football star, Mr. Walker is running for the Senate in Georgia as an abortion opponent.",2022-10-26T20:56:26+0000,2022,0.0992798214485381,0.11222499764591487,0.12420431862907862,0.11404848370908223,0.06536114133149096,-0.10381600742447517,-0.15652273124467175,-0.016560877250768515,-0.030411123343765657,-0.11349471759464021,0.5454545454545454,0.0005218283229411021,0.0034854580724335525
150,This Minnesota Race Will Show the Potency of Crime vs. Abortion,"Keith Ellison, the state’s progressive attorney general, faces a Republican challenger who is looking to harness public unease since George Floyd’s murder.","WAYZATA, Minn. — Here in light-blue Minnesota, where I’m traveling this week, there’s a race that offers a pure test of which issue is likely to be more politically decisive: abortion rights or crime.",2022-10-20T23:15:04+0000,2022,0.1311447765915619,0.12551739265683567,0.10813228616358343,0.13295015774013608,0.10361653270970696,-0.1880327016439128,-0.15202234856777228,-0.13183649259423666,-0.15935256934010256,-0.14099428465816186,2.8,0.00018281108526091994,0.0004625383732348091
151,Questions for Kathy Hochul and Lee Zeldin,"For the first time in decades, the race for governor in New York is competitive. Here’s what you need to know.",New York’s race for governor started as a prospective blowout. It will come to a close on Tuesday in a dead heat unlike anything this safely Democratic state has seen in two decades.,2022-11-05T09:00:34+0000,2022,0.09825475078979158,0.10311061253496137,0.10309285255783987,0.09343392449119418,0.07826188155792184,-0.06590522286582123,0.007440966593387141,-0.056958979157482215,-0.049818899896576944,-0.045369038381209426,2.3333333333333335,0.00010605513726885056,0.0008280127059833871
152,Pentagon Seeks to Reassure Service Members on Access to Abortion,"The Pentagon will provide travel funds and other support for women who seek abortions, a new directive says.",WASHINGTON — Defense Secretary Lloyd J. Austin III issued a directive on Thursday meant to reassure military service members that the Supreme Court ruling overturning Roe v. Wade would not leave troops without access to abortions in states where the procedure had been banned.,2022-10-20T18:30:23+0000,2022,0.10556983055336648,0.09809088343242076,0.1167427996887003,0.1082985906983996,0.08032371733900584,-0.14393488126650678,-0.00928518221122439,0.01340218903312791,0.07709015291028426,0.07713254771544244,1.2857142857142858,0.0001886796738244228,0.008208476278530769
